,Type,Avg BertScore,Std Bert,Max Bert,CQ Max Bert,Min Bert,CQ Min Bert,Bert Quartiles,Avg Meteor,Max Meteor,Min Meteor,Std Meteor,CQ Max Meteor,CQ Min Meteor,Meteor Quartiles,Avg chrF,Max chrF,Min chrF,Std chrF,CQ Max chrF,CQ Min chrF,chrF Quartiles,Avg Rouge F1,Rouge std F1,Max Rouge F1,CQ Max Rouge F1,Min Rouge F1,Worst CQ F1,Rouge Quartiles F1,Num Templates,Avg Bert F1,Std Bert F1,Max Bert F1,Sum Metrics
10,Few Shot Good and Bad flan-large 25,"(0.516969, 0.58018094, 0.5453485)","(0.08094824, 0.0880267, 0.0796629)","(0.6153, 0.7787, 0.6874)","('What are the features of a sport that people want to know about?', 'What is the nickname of a team?')","(0.2312, 0.2294, 0.2303)","('What can I do about a sport that is known to be a sport?', '-')","(0.47833917289972305, 0.5536418259143829, 0.5159772336483002, 0.5271222293376923, 0.5880286693572998, 0.560505747795105, 0.5717378556728363, 0.6282431036233902, 0.5159772336483002)",0.1973674605832742,0.3636610997846238,0.1205339980304798,0.0676709365784119,What is the first game of a sport that a user can refer to?,Which is an exemplary sport ontology?,"(0.1583990363133149, 0.18881509619940917, 0.225416731373626)",30.48342115913612,43.61242039080487,20.18125734299712,6.972505487707778,What is the first game of a sport that a user can refer to?,"Is an ontology based on a collection, subcollections or subset?","(25.83042676980463, 28.60526823021859, 34.25735166910937)",0.2531152172187305,0.0623810380506475,0.3333333333333333,"('What can I do about a sport that is known to be a sport?', 'What is a name?')",0.1176470588235294,"('What are the types of trophies and awards that are associated with sports?', 'What is a person?')","(0.21671827, 0.25543478, 0.30576923)",25,0.5453485,0.0796629,0.6874,9.80599825246928
11,Few Shot Good and Bad flan-large 5,"(0.4425013, 0.5106475, 0.4728858)","(0.06353171, 0.073995516, 0.06392113)","(0.5672, 0.6894, 0.6224)","('What sport has the highest rank on the FIFA world rankings?', 'What has a FIFA country code?')","(0.2053, 0.2078, 0.2066)","('Which sports have more medals, volleyball, basketball, and volleyball?', '-')","(0.41494031250476837, 0.48461031913757324, 0.45500756800174713, 0.4506416320800781, 0.5208418965339661, 0.4829254448413849, 0.483121357858181, 0.5530527085065842, 0.45500756800174713)",0.135378747227372,0.2230913088433355,0.0716635715973788,0.0405084184018201,Which of the following is an example of a sport ontology?,Which sports have players that are not called 'nobles'?,"(0.12098707502349385, 0.13616931991759518, 0.14727083777968736)",29.186674182650545,38.07785467728648,21.80378972404864,4.261745908302085,What sport has the highest rank on the FIFA world rankings?,"Which sports have more medals, volleyball, basketball, and volleyball?","(27.185702753775825, 27.966761911964056, 31.45929448951779)",0.1424183006535947,0.0987393262740994,0.2666666666666666,"('Which of the following is an example of a sport ontology?', 'What is a person?')",0.0,"('What sport has the highest rank on the FIFA world rankings?', 'Where is a team located?')","(0.03571429, 0.17857143, 0.21666667)",5,0.4728858,0.06392113,0.6224,10.80843314813752
12,Few Shot Good and Bad pythia-410m-deduped 1,"(0.46157983, 0.523264, 0.48886487)","(0.07006004, 0.07359577, 0.0660516)","(0.6569, 0.5848, 0.6188)","(' How do sports become better than sports?', 'What is the relation between a sport club and a sport?')","(0.1984, 0.2421, 0.2181)","(' Why do sports have such a strong cultural, cultural and economic value?', '-')","(0.42285318672657013, 0.5008097440004349, 0.4656415209174156, 0.46685299277305603, 0.5335625410079956, 0.49663038551807404, 0.508590817451477, 0.5660504698753357, 0.4656415209174156)",0.1284157278037199,0.2082242058433567,0.0773018156423407,0.0431071813764699, How do I know if a sports player is a good player?, How do sports become better than sports?,"(0.0888624947752917, 0.12891672938320653, 0.1592954047308489)",27.145992635638407,37.40938028091857,21.934171929412727,4.993516899061767, Why does this question have to do with the sports organization?, How many athletes do you think will be better at the job?,"(23.450133412938115, 24.842015016293203, 30.737391596763004)",0.0904500466853408,0.0815937187580863,0.2352941176470588,"(' How do I know if a sports player is a good player?', 'Where is a team located?')",0.0,"(' Why do sports have such a strong cultural, cultural and economic value?', 'What is an organization an authority of?')","(0.0, 0.1031746, 0.15571429)",1,0.48886487,0.0660516,0.6188,10.43460640141813
13,Few Shot Good and Bad pythia-410m-deduped 10,"(0.45611358, 0.5157813, 0.48249328)","(0.07497494, 0.07875331, 0.07167168)","(0.6183, 0.6432, 0.6305)","(' How do I identify a sports product?', 'What does a sport club play?')","(0.2272, 0.2262, 0.2267)","(' Why do I need to find out if I have a good answer?', '-')","(0.40949273854494095, 0.47659479826688766, 0.4448384866118431, 0.4570216238498688, 0.5232230424880981, 0.48633937537670135, 0.5089412778615952, 0.5644091069698334, 0.4448384866118431)",0.1316529013672368,0.2521842873834158,0.0688652522219282,0.0460052198784767, How do I know if a sports team is a good fit for the job?, How do I know which sports are good?,"(0.11402342416714943, 0.13193278790006563, 0.13632474847263432)",24.97281436387752,35.1491295372652,15.809828683090457,5.280595467830151, (1) What does the sports industry have to offer?, How do you make the new skills a skill?,"(21.66183945819305, 26.034362036791748, 27.93393494310114)",0.1333942605382234,0.121627575598994,0.4,"(' How do I know if a sports team is a good fit for the job?', 'Who is a member of the crew of a team?')",0.0,"("" Questions: How can you find a sport's current content?"", 'What is an organization an authority of?')","(0.01923077, 0.12132353, 0.19635628)",10,0.48249328,0.07167168,0.6305,9.64097997145382
14,Few Shot Good and Bad pythia-410m-deduped 15,"(0.40091923, 0.48504183, 0.4357762)","(0.07323802, 0.06589448, 0.06321777)","(0.6263, 0.6371, 0.6316)","(' If a sport is a sports sport, how do you know if it is sport?', 'What is the relation between a sport club and a sport?')","(0.1958, 0.213, 0.204)","("" The most important question that I have found is the question of whether or not a sport is a good fit for the job. I am not sure if it is good for sports, but I think it's worth considering. It is important to understand the current state of affairs, the role of sport in sports and the way that sport can be used in sport, as well as the ways that sports can make the world a better place. But I don't think the answer is worth the effort. What I would like to know is, if a sports sport has a great fit, how do we get there?"", '-')","(0.3574332222342491, 0.4578241631388664, 0.40178943425416946, 0.4157494902610779, 0.4919082522392273, 0.44304049015045166, 0.45098188519477844, 0.5206419974565506, 0.40178943425416946)",0.1036824777840913,0.1782587615790433,0.0538320182713303,0.0411947646132196," If a sport is a sports sport, how do you know if it is sport?"," A question is a question about the way a sport is perceived by its users. It is not a new question. A new challenge is the question of how to find a solution. If a challenge was found, it is considered a good example. In this case, the challenge would be a better one. For example, if a player was a sports fan and the player had a game, they would have a problem with the game. However, in this example the players would not have any problems with their game and therefore they could not find the solution to their problem. They would then have to do some research to figure out how the problem was solved. This is what the good questions are for the job. As a result, a job is an opportunity to solve problems. Therefore, there is no way to improve the quality of an answer. An answer is always a learning experience. When a task is made up of two parts, each part is given a different answer, but the task can be solved by finding a way of solving a specific problem, or by solving the same problem by getting a second solution by trying to determine a model of problem and then finding the answer to solving it. To solve the problems, an objective is to make the best possible solution possible. On the other hand, when a goal is found for solving an problem in a particular way, then the objective should not be the least bad. Instead, we have the most bad objective. We have no problem solving our problem but we do know that the goal of our solution will be better than the one that we hope to achieve. Thus, our objective will not only be good, as we know it, for our goal will also be bad, so we will have better solutions. But, because we are not sure that our task will succeed, this objective cannot be used to learn from the mistakes made in our previous work. Our goal should also not just be learning from mistakes. So, to get the better of this goal, let us be careful not to use too much of what we learn. Here are two examples: (1) The following example?","(0.07180254087218593, 0.08317428356341555, 0.13995849229682503)",22.85434640283109,33.30007348327257,7.779227541696779,7.005736749201419," If a sport is a sports sport, how do you know if it is sport?"," A question is a question about the way a sport is perceived by its users. It is not a new question. A new challenge is the question of how to find a solution. If a challenge was found, it is considered a good example. In this case, the challenge would be a better one. For example, if a player was a sports fan and the player had a game, they would have a problem with the game. However, in this example the players would not have any problems with their game and therefore they could not find the solution to their problem. They would then have to do some research to figure out how the problem was solved. This is what the good questions are for the job. As a result, a job is an opportunity to solve problems. Therefore, there is no way to improve the quality of an answer. An answer is always a learning experience. When a task is made up of two parts, each part is given a different answer, but the task can be solved by finding a way of solving a specific problem, or by solving the same problem by getting a second solution by trying to determine a model of problem and then finding the answer to solving it. To solve the problems, an objective is to make the best possible solution possible. On the other hand, when a goal is found for solving an problem in a particular way, then the objective should not be the least bad. Instead, we have the most bad objective. We have no problem solving our problem but we do know that the goal of our solution will be better than the one that we hope to achieve. Thus, our objective will not only be good, as we know it, for our goal will also be bad, so we will have better solutions. But, because we are not sure that our task will succeed, this objective cannot be used to learn from the mistakes made in our previous work. Our goal should also not just be learning from mistakes. So, to get the better of this goal, let us be careful not to use too much of what we learn. Here are two examples: (1) The following example?","(19.381411577570525, 22.394474686749582, 28.311301214291184)",0.0859251336898395,0.0817727756824977,0.24,"(' If a sport is a sports sport, how do you know if it is sport?', 'What is the relation between a team and a city?')",0.0,"(' Questions: Are there any resources to help improve the quality of life of athletes?', 'Where is a team located?')","(0.0038961, 0.07282913, 0.14047619)",15,0.4357762,0.06321777,0.6316,9.442762008119654
15,Few Shot Good and Bad pythia-410m-deduped 20,"(0.41584805, 0.47068727, 0.4367844)","(0.11149915, 0.083781995, 0.092597336)","(0.6488, 0.6488, 0.6488)","(' Why do sports exist?', 'Who plays a sport?')","(0.16, 0.2848, 0.2049)","("" Questions: A set is a collection of all sports and the corresponding sport, sports, or sports related activities. For example, a sports activity is an activity that is part or all of an athlete's sport and sports activities are sports that have a specific sport or sport that has a particular sport/ sport related activity. A sports or sporting activity, for example a sport activity or a sporting event, is sports associated with sports in that sport as well. Examples of sports for sports include: sports involving sports such sports as tennis, soccer, basketball, baseball, tennis and tennis. It is also a field of study for sport in sports which is not a subject of research. This field is usually not the only field in which sports are considered in sport but it is the subject that the field has to study. In sports the sports field consists of sport activities that involve sports soccer, golf, hockey, football, swimming, cycling, etc. and sport sports, entertainment, music, movies, television, movie, film, video, audio, visual, sound, text, images, photographs, videos, interviews, articles, reviews, films, commercials, radio, TV, DVD, broadcast, web, media, advertising, books, magazines, newspapers, magazine, newspaper, news, print, online, e-mail, email, fax, mail, telephone, call, phone, chat, social media. Sports, sport are not necessarily sports but sports may be sports with sport which are sport involved in a given sport for the purposes of its research, as sports?"", '-')","(0.34928905963897705, 0.42437033355236053, 0.3650568425655365, 0.40214648842811584, 0.4671958386898041, 0.4191843569278717, 0.4937796890735626, 0.5267021059989929, 0.3650568425655365)",0.1279956880118887,0.3688782219516135,0.0600694552763267,0.0898890982473376, (a) What is the purpose of sports in sports?, Questions: Are there any good or bad questions?,"(0.06610177185708699, 0.09688861807533035, 0.14699645416338897)",22.267231566303515,35.45506112004186,7.637936642019535,8.948755134117635, (a) What is the purpose of sports in sports?," Questions: The answers to a question are not based upon the information provided. However, the answers are based solely on information supplied by the research team. For example, a sports article, sports journal, or sports magazine is not an independent publication. Therefore, it is an open source article. It is the sole source of information that is published in sports journals, sport magazines, newspapers, magazines and magazines. In addition, information is provided by a research research group that has published the article and is available in a variety of formats. Some articles are published by independent journals or by publications. There is no independent journal or publication journal that provides information on sports in any form. Further, articles that have published articles or articles do have a journal. Thus, there is a need for independent research groups to have an impact on a sport article or article in which the articles have been published. This article should contain the full article content. Furthermore, this article is only a summary of articles published on sport in general. Any articles should not contain a single article published from a specific publication or magazine. If the content is in English, then the author should include the English language articles. A single issue of this type should also include articles with English words. Finally, article publication should have English and English articles as well as articles in other languages. Since articles may contain English or English content, they should only be published if the subject is English. To make the reader aware of article articles, you should add a paragraph to each article to indicate the topic. Please note that the paragraph should start?","(14.07389969045792, 25.16447599913232, 28.32874000905361)",0.1023743797684747,0.1217152798076628,0.4210526315789474,"(' a What is the purpose of sports in sports?', 'What is the relation between a person and a team?')",0.0,"(' Could I do this?', 'What is the relation between an organization and a team?')","(0.00813008, 0.0674216, 0.14444444)",20,0.4367844,0.092597336,0.6488,6.165841857424979
16,Few Shot Good and Bad pythia-410m-deduped 25,"(0.41267863, 0.50093776, 0.45104316)","(0.07250576, 0.08780268, 0.075203255)","(0.5435, 0.6751, 0.6022)","(' 1 What does the best way to describe a sport in terms of sports?', 'What is the relation between a team and a sport?')","(0.1861, 0.164, 0.1744)","(' Do I have to ask myself this question, or do I just need to know the answer to this?', '-')","(0.3816056549549103, 0.4460911601781845, 0.4139273390173912, 0.4156113713979721, 0.522386908531189, 0.4615391790866852, 0.45869236439466476, 0.5638957619667053, 0.4139273390173912)",0.1347401257165166,0.2084913882037914,0.0672927510034573,0.0381740455177096, (1) What does the best way to describe a sport in terms of sports?, Questions: Where do I start with this question?,"(0.13147129357505835, 0.14365169796580407, 0.14729824477657052)",27.34896037518532,37.32988965267429,12.29331096452765,7.365546529127366, (1) What does the best way to describe a sport in terms of sports?, (A) How do I get a new job?,"(22.96478554275308, 27.32058911234129, 33.5665107609088)",0.0916426240661182,0.0721728067479292,0.2222222222222222,"(' 1 What does the best way to describe a sport in terms of sports?', 'What is a name?')",0.0,"(' A How do I get a new job?', 'What is an organization an authority of?')","(0.01724138, 0.09903382, 0.13655462)",25,0.45104316,0.075203255,0.6022,9.564412267050647
17,Few Shot Good and Bad pythia-410m-deduped 5,"(0.48181576, 0.5366171, 0.50605255)","(0.084426396, 0.08387737, 0.07908137)","(0.7368, 0.6461, 0.6885)","(' How do sports relate to sports?', 'What is the relation between a sport club and a sport?')","(0.2335, 0.2087, 0.2204)","(' How do I get an answer to a question about a sports product?', '-')","(0.4421744644641876, 0.4929255470633507, 0.4687168225646019, 0.48647046089172363, 0.5516840219497681, 0.5151863098144531, 0.532951220870018, 0.588120773434639, 0.4687168225646019)",0.137325041506289,0.209084973043614,0.0684604158875683,0.0388680362004055, How do sports teams develop the skills necessary for a team to perform?, How do I get my sports career to be successful?,"(0.12037372800219609, 0.13621900531355607, 0.15725166491134548)",24.90261485337368,29.367972191783405,20.222746276352503,3.0510690786198538, Are there any other professions that do the job of providing a good example of a sport?, How do I get my sports career to be successful?,"(22.733008666317712, 25.619299515470487, 27.349564164628788)",0.1261504891811797,0.0806271734209247,0.2608695652173913,"(' How do sports teams develop the skills necessary for a team to perform?', 'What is the relation between an organization and a team?')",0.0,"(' How do I get my sports career to be successful?', 'What is the authority of a team?')","(0.09462916, 0.125, 0.17619048)",5,0.50605255,0.07908137,0.6885,10.013866526951865
18,Few Shot Good flan-base 1,"(0.50070816, 0.55106527, 0.52271295)","(0.091750056, 0.08704464, 0.08399052)","(0.6852, 0.8087, 0.7418)","('What is another form of a sport?', 'What is a color?')","(0.224, 0.2499, 0.2362)","('What is a very important thing to look out for when you work on your own fitness?', '-')","(0.44487414509058, 0.5091420561075211, 0.477950856089592, 0.4988621473312378, 0.55628302693367, 0.5279102325439453, 0.5647544413805008, 0.6039049625396729, 0.477950856089592)",0.2187253883046893,0.334834921761165,0.0601264044934381,0.0952856313798749,What is another form of a sport?,Which song has similar geographic origin to tune X?,"(0.14011145690363178, 0.24008697090759376, 0.3005736245229936)",33.84800035952328,49.919768755749686,20.43638971283689,9.787879335942543,What is the name of the game involving the use of a stick?,How can we know that a ball is a defender?,"(25.70450255839024, 35.141698923028486, 37.87777248323444)",0.2443808195214844,0.122079871472789,0.4285714285714285,"('What is another form of a sport?', 'What is an organization an authority of?')",0.0,"('Which song has similar geographic origin to tune X?', 'What is the authority of a team?')","(0.18636364, 0.27329193, 0.33613445)",1,0.52271295,0.08399052,0.7418,8.553527964389218
19,Few Shot Good flan-base 10,"(0.47654557, 0.54630417, 0.50758374)","(0.06947572, 0.09252676, 0.075139485)","(0.6329, 0.7187, 0.6731)","('Question: What is the most important resource in a sport?', 'What is the relation between a team and a sport?')","(0.2364, 0.2143, 0.2248)","('Which sport has a specific genre of music?', '-')","(0.4446692168712616, 0.49443235993385315, 0.47960343211889267, 0.483720600605011, 0.552337110042572, 0.5116670429706573, 0.5197819769382477, 0.609695553779602, 0.47960343211889267)",0.2074557089863899,0.368656696840403,0.0640216450461489,0.0904868849020649,Question: What is the most important resource in a sport?,Name one musical resource X does not belong to.?,"(0.1433808834325243, 0.2039768710677041, 0.26633487347329643)",32.23979058894197,45.031699087074806,17.90847575802751,9.032072602629237,Question: What type of resource is the asteroid named after?,Name one musical resource X does not belong to.?,"(25.909253135426084, 36.065967703880176, 38.73239713921631)",0.2323100804013443,0.1365623213079147,0.4705882352941176,"('Question: What is the most important resource in a sport?', 'What is the authority of a team?')",0.0,"('Name one musical resource X does not belong to.?', 'Who is a member of the crew of a team?')","(0.11666667, 0.27619048, 0.31184211)",10,0.50758374,0.075139485,0.6731,9.083575153285246
20,Few Shot Good flan-base 15,"(0.4862524, 0.5569711, 0.51766324)","(0.08635196, 0.09126028, 0.08347303)","(0.7228, 0.8386, 0.7764)","('What is a competency question?', 'What is a code?')","(0.2423, 0.2695, 0.2552)","('What is a competency question?', '-')","(0.4402228593826294, 0.5008691251277924, 0.4705222100019455, 0.47660182416439056, 0.5498027205467224, 0.5080004930496216, 0.5198713093996048, 0.6086695045232773, 0.4705222100019455)",0.1922738932458897,0.4108462885919958,0.05736617704021,0.1045968406439641,1. What is the difference between a song and a song?,Question: How can I find materials connected to my interests?,"(0.12184263601984291, 0.17133226610067206, 0.227528161754061)",32.579997808102085,54.30876170724525,16.422493410282414,13.341891602757457,What is a competency question?,1. How do we get rid of the tits of football?,"(21.32365694277099, 25.83596783255676, 46.327775408551084)",0.2117922077922077,0.1461161504561054,0.4,"('What is a competency question?', 'What is the relation between a team and a city?')",0.0,"('Question:. What are the terms used to identify the song?', 'Where is a team located?')","(0.09199134, 0.25636364, 0.32142857)",15,0.51766324,0.08347303,0.7764,8.064220210720558
21,Few Shot Good flan-base 20,"(0.48726407, 0.5473326, 0.51442415)","(0.06764034, 0.07909462, 0.06884835)","(0.5838, 0.7956, 0.6734)","('1. What is a b-movie?', 'What is a code?')","(0.2207, 0.2296, 0.2251)","('Which of the following is a trait that can be used to determine which field of sport is the best?', '-')","(0.45633794367313385, 0.5092714577913284, 0.4812036231160164, 0.49533694982528687, 0.5475555062294006, 0.5226550996303558, 0.5325358062982559, 0.5952143669128418, 0.4812036231160164)",0.1863188382228915,0.3172359911309292,0.0946741857984952,0.0747382728823189,1. What is a b-movie?,Which instruments are most likely to be used in the game of basketball?,"(0.12651349701600978, 0.17555743995703763, 0.24810862757124943)",31.095508305493365,46.540958263591634,20.59659637797104,8.2655917513085,1. What is a b-movie?,Question: Which is the music resource X is at?,"(23.504510646934513, 29.522399503729392, 38.037291865239894)",0.2199303279566437,0.1183810108134201,0.3999999999999999,"('1. What is a sport that is based on an ontology?', 'What is a person?')",0.0,"('Which instruments are most likely to be used in the game of basketball?', 'Where is a team located?')","(0.13078704, 0.21637427, 0.3021978)",20,0.51442415,0.06884835,0.6734,10.002415518120719
22,Few Shot Good flan-base 25,"(0.4754255, 0.52127045, 0.49617475)","(0.063612685, 0.06997461, 0.062326245)","(0.6074, 0.7127, 0.6558)","('Which is the name of the sport in which you play?', 'What is the nickname of a team?')","(0.2326, 0.2606, 0.2458)","('Which is the name of the sport in which you play?', '-')","(0.4396374225616455, 0.4893162250518799, 0.46370988339185715, 0.48071451485157013, 0.5250869393348694, 0.4980493038892746, 0.5180192738771439, 0.560976579785347, 0.46370988339185715)",0.1265392984705619,0.286558014588458,0.0607972678371265,0.0740124069530034,What is the earliest known form of art?,Question: Which are all organs with manual range starting lower than X?,"(0.06220547492189547, 0.10318265134572702, 0.1558860326850704)",28.44227075570165,39.80594728024931,23.138966056046502,6.350514561775837,1. What sport does the X sport?,Question: Which are all organs with manual range starting lower than X?,"(23.372397020291167, 24.81420082282823, 32.691110562736725)",0.1712797900413999,0.1559449775212548,0.5333333333333333,"('What is the earliest known form of art?', 'What is the authority of a team?')",0.0,"('Question: Which are all organs with manual range starting lower than X?', 'Where is a team located?')","(0.02272727, 0.18218623, 0.23202614)",25,0.49617475,0.062326245,0.6558,9.715419233371032
23,Few Shot Good flan-base 5,"(0.51009125, 0.5487344, 0.5270141)","(0.100876644, 0.08856763, 0.09040307)","(0.7282, 0.8157, 0.7695)","('What is an example of a trait?', 'What is a color?')","(0.2116, 0.2389, 0.2244)","('What sport has the most population in the world?', '-')","(0.4589295908808708, 0.513154923915863, 0.4853134825825691, 0.49600791931152344, 0.5530861616134644, 0.5211649537086487, 0.5481445789337158, 0.5907858312129974, 0.4853134825825691)",0.1710506336372617,0.3183646663430047,0.0683623574613303,0.0684091363675525,What is an example of a trait?,Question: How do sport players conduct themselves?,"(0.12867553846904534, 0.1677043606087254, 0.20725038288334624)",32.92497833368442,51.06054796358911,25.98310125870636,7.419965585301532,What is an example of a trait?,Question: How do sport players conduct themselves?,"(27.755987205860787, 29.567645806182554, 35.41220138686619)",0.2278515458606991,0.1857114754056896,0.5714285714285714,"('What are the characteristics of a ball?', 'What is the authority of a team?')",0.0,"('Question: How do sport players conduct themselves?', 'What is an organization an authority of?')","(0.11847826, 0.20526316, 0.25263158)",5,0.5270141,0.09040307,0.7695,8.374383780764203
24,Few Shot Good flan-large 1,"(0.44697997, 0.54431784, 0.48895547)","(0.06933211, 0.08375574, 0.0695254)","(0.5652, 0.7574, 0.6473)","('Examples: What type of sport is a sport?', 'What is a color?')","(0.2327, 0.2699, 0.25)","(""Examples: 2. What is the highest number of points scored in the sport based on a player's level of intensity?"", '-')","(0.41312940418720245, 0.498236320912838, 0.45350106060504913, 0.4454892426729202, 0.5602565705776215, 0.48920637369155884, 0.48320619761943817, 0.6021941304206848, 0.45350106060504913)",0.2065565629360928,0.3233621673926332,0.057731371453302,0.1021751157173299,Examples: 1. What is a common method of determining the average speed of a vehicle?,Examples: How do you use your arms to move?,"(0.12496739955009199, 0.2124819523263185, 0.3106023655299787)",29.36247251755927,41.96852305295232,17.71228770629175,7.135063157833314,Examples: What type of sport is a sport?,Examples: How do you use your arms to move?,"(25.43195170222632, 31.301071715796112, 33.68088894717209)",0.1907323865218602,0.1231697664266037,0.3333333333333333,"('Examples: What is the first thing that a professional baseball player must do before an at-bat?', 'What is the authority of a team?')",0.0,"('Examples: Which sport may involve running?', 'What is an organization an authority of?')","(0.10714286, 0.1952381, 0.31091618)",1,0.48895547,0.0695254,0.6473,9.09550625126011
25,Few Shot Good flan-large 10,"(0.46133378, 0.55613655, 0.5032237)","(0.05818521, 0.076413564, 0.061780255)","(0.5755, 0.7189, 0.6392)","('Examples: How does an athlete perform on a field of play?', 'Where does a team play?')","(0.243, 0.2447, 0.2439)","('Examples: Which sport has a high level of violence?', '-')","(0.4443950727581978, 0.5286943465471268, 0.4853440895676613, 0.4706334322690964, 0.564714252948761, 0.5133361518383026, 0.4951946437358856, 0.5985299199819565, 0.4853440895676613)",0.2104795411250884,0.3526942160833447,0.128567227330535,0.0700983840384207,Examples: 1. What is the name of a sport that allows a person to run on a slippery surface?,Examples: 1. How do the players on the field perform during a match?,"(0.14257129127525414, 0.21365639916235957, 0.25590029098726064)",32.4784180860686,41.31006543289247,23.906591267290047,4.974557766625019,Examples: 1. What is the name of a sport that allows a person to run on a slippery surface?,Examples: Which sport has a high level of violence?,"(28.195659102767895, 33.59484790499309, 34.822520595484804)",0.2476465933699816,0.1291265520237479,0.5,"('Examples: What kind of sport is a bobsled?', 'What is a name?')",0.1,"('Examples: What type of acuity does a person have when a player tries to score?', 'Where is a team located?')","(0.14347826, 0.21195652, 0.29396552)",10,0.5032237,0.061780255,0.6392,11.213300240851037
26,Few Shot Good flan-large 15,"(0.457483, 0.5487405, 0.49776658)","(0.065018855, 0.07540909, 0.06545093)","(0.5719, 0.6882, 0.6247)","('Examples: What is the most common way in which a sport is practised?', 'What is the relation between a team and a sport?')","(0.2269, 0.2498, 0.2378)","('Examples: Which sport is most similar to athletics in terms of the movements and movements that occur in the sport?', '-')","(0.43085598945617676, 0.5203845649957657, 0.47673919796943665, 0.4668736159801483, 0.5539409220218658, 0.5043866038322449, 0.49837997555732727, 0.5961026251316071, 0.47673919796943665)",0.1831133793478692,0.3455927092793608,0.0875278544723624,0.0669476960536162,Examples: What is the most likely reason a person may not wear a helmet?,Examples: How do some athletes have the highest occurrence of injury?,"(0.15596845209935897, 0.17848781195662067, 0.18894723953675982)",30.77408320369944,43.4897688533039,21.21560037992885,7.807627484358033,Examples: What would a person need to know to participate in water polo?,Examples: How do you use a slalom to get more distance?,"(23.263206351326346, 30.41342651568545, 34.83567054394398)",0.234286341677646,0.1243097946341472,0.4166666666666666,"('Examples: What is the most likely reason a person may not wear a helmet?', 'What is the relation between a team and a city?')",0.0,"('Examples: How do some athletes have the highest occurrence of injury?', 'Where is a team located?')","(0.15555556, 0.23611111, 0.33586957)",15,0.49776658,0.06545093,0.6247,10.379773424470459
27,Few Shot Good flan-large 20,"(0.44597998, 0.5388003, 0.4869309)","(0.06020469, 0.07342443, 0.06203031)","(0.5777, 0.7515, 0.6532)","('Examples: How many people are in a sport?', 'Who plays a sport?')","(0.2358, 0.2518, 0.2436)","('Examples: How is the use of sport beneficial for human health?', '-')","(0.4176695793867111, 0.5195456743240356, 0.466640904545784, 0.4500908851623535, 0.5536799132823944, 0.4980528652667999, 0.48484741896390915, 0.5777062475681305, 0.466640904545784)",0.1623619279134077,0.2103241264123053,0.0688664153546204,0.0414722894356867,Examples: Which is the most common reason people don't go to a golf course?,Examples: Which sport would you most likely find played on grass?,"(0.1420244841775899, 0.1623425845391313, 0.20038930505689623)",27.864924898575588,35.028113942491814,21.41893344926991,4.513240218915265,Examples: How many people are in a sport?,Examples: Which of the following is a physical attribute that athletes should work to acquire?,"(23.304012881017115, 28.773458604259275, 31.669879653499756)",0.1477281040438935,0.0932234884368324,0.3157894736842105,"('Examples: The primary function of a player is to?', 'What is the relation between a person and a team?')",0.0,"('Examples: How does a person know if a ball has landed in the grass?', 'What is an organization an authority of?')","(0.0984556, 0.17857143, 0.19761905)",20,0.4869309,0.06203031,0.6532,11.826576730224058
